=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
GREAT WALL           | POER                           | LGWDB6191NJ613586   
GREAT WALL           | POER                           | LGWDCF192RJ614555   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E72P5146206   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E63N5006346   
BMW                  | 335I                           | WBA3A9106FF492579   
BMW                  | IX                             | WB511CF0XPCL83220   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E64M5027057   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E70N5167746   
GREAT WALL           | POER                           | LGWDCF184PM601227   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB5LN145316   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB6FN174303   
ZNA                  | RICH                           | LJNTFU2KXDN002083   
HYUNDAI              | I10                            | MALAM51C0CM050647   
GREAT WALL           | POER                           | LGWDCF3A5SJ096311   
BMW                  | IX                             | WB511CF02NCK79253   
BMW                  | IX                             | WB511CF02PCL92946   
GREAT WALL           | POER                           | LGWDB6195MJ601519   
GREAT WALL           | POER                           | LGWDB6193MJ601518   
GREAT WALL           | POER                           | LGWDB6192PJ619321   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E68N5000901   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E61N5014963   
BMW                  | 335I                           | WBAPM710XAA561793   
GREAT WALL           | POER                           | LGWDCF3A1RJ097661   
VOLKSWAGEN           | ID 6 CROZZ                     | LSV2B6E51M2011235   
VOLKSWAGEN           | ID 4 CROZZ                     | 1V2WR2CA0RC566475   
ZNA                  | RICH                           | LJNTFU2K5FN005590   
ZNA                  | RICH                           | LJNTFF2K8DN002711   
ZNA                  | RICH                           | LJNTFF2K9EN002623   
ZNA                  | RICH                           | LJNTGF2K2CN001887   
BMW                  | 335I                           | WBA3A910XFF492522   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB7RN428339   
BMW                  | 335I                           | WBAWB71038P030962   
BMW                  | IX                             | WB531CF07NCK45477   
HYUNDAI              | I10                            | MALA851C1HM455377   
HYUNDAI              | I10                            | MALAN51C5AM587489   
MERCEDES BENZ        | C200 K                         | WDB2030461F500165   
MERCEDES BENZ        | C200 K                         | WDDGF41XX8F008556   
BMW                  | 335I                           | WBADX71090J398093   
TOYOTA               | ALPHARD                        | JTNGK3DH9H8025868   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E64M5016706   
NISSAN               | ZX 300                         | JN10HGZ31U0500199   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CBXHN468841   
GEELY                | EMGRAND                        | LB3F31S25RG010183   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E67M5028249   
NISSAN               | 350Z                           | JN1BZ34D78M700165   
NISSAN               | 350Z                           | JN1BZ34E89M250083   
NISSAN               | 350Z                           | JN1AZ34D14M103700   
GEELY                | EMGRAND                        | LB3F31S37TG031858   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E63L5200520   
NISSAN               | 350Z                           | JN1AZ34E37M220031   
GEELY                | EMGRAND                        | LB3F31S24RG013642   
BMW                  | IX                             | WB511CF0XPCL83220   
GREAT WALL           | POER                           | LGWDB6196SJ609786   
GREAT WALL           | POER                           | LGWDCF18XPM600227   
LAND ROVER           | LR2                            | SALFA2BG2DH322099   
HYUNDAI              | VERACRUZ                       | KMFGE17F98C089162   
HYUNDAI              | I10                            | MALAM51B98M050175   
BMW                  | 335I                           | WBAKG7103BE629380   
NISSAN               | 350Z                           | JN1AZ34D16M308825   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E60N5010550   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E78N5168496   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB4RN450539   
DODGE                | JOURNEY                        | 3C4PDCAB1ET285709   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB2PN410439   
GEELY                | EMGRAND                        | LB3F31S36SG021126   
GEELY                | EMGRAND                        | L6T7964Z7HN406390   
LAND ROVER           | LR2                            | SALFA2BA5AH183769   
GEELY                | EMGRAND                        | LB3F31S27RG013358   
NISSAN               | 350Z                           | JN1AZ34EX3T021414   
BMW                  | IX                             | WB531CF08PCN18333   
DODGE                | JOURNEY                        | 3C4PDCAB9FT547218   
BMW                  | 335I                           | WBAWL73538P178552   
KIA                  | CERATO KOUP                    | KNAFW6124B5347281   
BMW                  | 335I                           | WBAWB73557P038097   
TOYOTA               | ALPHARD                        | JTNGZ3DH608053997   
JEEP                 | GRAND CHEROKEE L               | 1C4RJKDG5N8559513   
GEELY                | EMGRAND                        | LB3F31S39TG031411   
GEELY                | EMGRAND                        | LB3F31S21PG003650   
BMW                  | 740Li                          | WBA7U2C04MCE53004   
BMW                  | IX                             | WB511CF01SCT92588   
KIA                  | CERATO KOUP                    | KNAFZ6175G5453822   
KIA                  | CERATO KOUP                    | KNAFZ6173F5357339   
KIA                  | CERATO KOUP                    | KNAFW6126D5617906   
KIA                  | CERATO KOUP                    | KNAFW6128C5576760   
CADILLAC             | DEVILLE                        | 1G6KD52B0RU303605   
BMW                  | 740Li                          | WBAYE4C54ED137927   
BMW                  | IX                             | WB521CF09PCM71051   
KIA                  | CERATO KOUP                    | KNAFW612XC5576761   
KIA                  | CERATO KOUP                    | KNAFW6128D5680392   
KIA                  | CERATO KOUP                    | KNAFU612BAA153412   
KIA                  | CERATO KOUP                    | KNAFZ6172H5655769   
KIA                  | CERATO KOUP                    | KNAFZ6176E5209331   
MERCEDES BENZ        | C200 K                         | WDB2030421F783732   
BMW                  | 335I                           | WBAWB7105APV77723   
BMW                  | 335I                           | WBA3A9108EF492419   
KIA                  | CERATO KOUP                    | KNAFW6128B5347431   
KIA                  | CERATO KOUP                    | KNAFZ6177G5453623   
GENESIS              | GV80                           | KMTHC81CXPU159047   
Suzuki               | Jimny                          | JS3JB7D14L5101450   
BMW                  | 740Li                          | WBAHN81030DT23773   
BMW                  | 335I                           | WBADX7101BE613476   
KIA                  | CERATO KOUP                    | KNAFZ617XE5159386   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E6XM5021554   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E66N5013534   
NISSAN               | 350Z                           | JN1AZ34EX5M650779   
NISSAN               | 350Z                           | JN1AZ34E44T000673   
KIA                  | CERATO KOUP                    | KNAFW6122A5230491   
KIA                  | CERATO KOUP                    | KNAFZ6173F5357339   
KIA                  | CERATO KOUP                    | KNAFZ6172H5641113   
BMW                  | 335I                           | WBAWB71087P027439   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E67N5012988   
DODGE                | JOURNEY                        | 3C4PDCGB0LT272583   
BMW                  | 335I                           | WBA3A9104DF491217   
BMW                  | 335I                           | WBA3A9103EF491548   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB4KN698351   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E69M5023652   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E6XN5023774   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E69M5022789   
DODGE                | JOURNEY                        | 3C4PDCAB1ET257036   
GENESIS              | GV80                           | KMUHCESC7NU078626   
GENESIS              | GV80                           | KMUHCESC5PU142374   
GENESIS              | GV80                           | KMUHBDSB7MU039294   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E76N5171042   
CADILLAC             | DEVILLE                        | 1G6CD13B0M4279293   
GENESIS              | GV80                           | KMTHC81C4MU035805   
BMW                  | 335I                           | WBAKG7100CE714260   
MERCEDES BENZ        | C200 K                         | WDB2030421F716159   
BMW                  | 335I                           | WBAWB71039P193614   
MERCEDES BENZ        | C200 K                         | WDDGF41XX8F008556   
DODGE                | JOURNEY                        | 3C4PDCBGXJT509872   
BMW                  | 335I                           | WBA3A9102CF268429   
GEELY                | EMGRAND                        | LB3F31S21PG016415   
GEELY                | EMGRAND                        | LB3F31S35VG008923   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E70M5106959   
NISSAN               | 350Z                           | JN1AZ34D75M608643   
NISSAN               | ZX 300                         | JN1CZ14S7HX152562   
JEEP                 | GRAND CHEROKEE L               | 1C4RJKAG3N8606106   
MERCEDES BENZ        | C200 K                         | WDBRF42H67F844825   
DODGE                | JOURNEY                        | 3C4PDCBG4HT589759   
DODGE                | JOURNEY                        | 3C4PDCAB9FT547218   
BMW                  | IX                             | WB533CF04RCN44621   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB7KN765492   
VOLVO                | XC40                           | YV1K9AXZXR2201456   
BMW                  | 335I                           | WBA3A9103DF491418   
VOLVO                | XC40                           | YV1K9AXZ1P2055087   
VOLVO                | XC40                           | LYVXEK8D6SL554288   
BMW                  | 740Li                          | WBA7J010XJGJ46034   
BMW                  | 335I                           | WBA3A9109CF268282   
MERCEDES BENZ        | C200 K                         | WDDGF41X28A059868   
BMW                  | IX                             | WBY21CF08SCT24196   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EBXPN331732   
BMW                  | IX                             | WB521CF06SCT60692   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB5GN375935   
TOYOTA               | ALPHARD                        | JTNGK26HXF8094458   
VOLVO                | XC40                           | YV4162UM5M2415933   
VOLVO                | XC40                           | YV1ACAXZ0L2243638   
VOLVO                | XC40                           | YV1K9AXZ5R2222215   
MERCEDES BENZ        | C200 K                         | WDBRF42H97F901146   
MERCEDES BENZ        | C200 K                         | WDBRF42H13F380367   
Toyota               | ALPHARD                        | JTNGZ3DHX08063027   
BMW                  | 740Li                          | WBAKX61010C782407   
GENESIS              | GV80                           | KMTHA81BDLU022481   
VOLKSWAGEN           | ID 6 CROZZ                     | LFVVB9E7XN5152090   
GEELY                | EMGRAND                        | LB3F31S25RG010622   
MERCEDES BENZ        | C200 K                         | WDB9301631L060993   
TOYOTA               | ALPHARD                        | JTNGZ3DH008063800   
VOLVO                | XC40                           | YV116AXZ6L2207363   
MERCEDES BENZ        | C200 K                         | WDDGF41X98A119872   
DODGE                | JOURNEY                        | 3C4PDCGB4LT188878   
MERCEDES BENZ        | C200 K                         | WDB9501633K797476   
VOLVO                | XC40                           | YV1K9AXZ7P2992462   
DODGE                | JOURNEY                        | 3C4PDCAB7JT529986   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB6HN399467   
VOLVO                | XC40                           | YV1AKAXZ6M2496550   
MERCEDES BENZ        | CLA45 AMG                      | W1K2230631A133610   
MERCEDES BENZ        | C200 K                         | WDBRF42H36F787210   
MERCEDES BENZ        | C200 K                         | WDB2030421F535993   
MERCEDES BENZ        | CLA45 AMG                      | WDDSJ5CB9JN649046   
GENESIS              | GV80                           | KMUHBESB0SU239095   
GENESIS              | GV80                           | KMTHC81C2SU218956   
MERCEDES BENZ        | C200 K                         | WDB9340135L324920   
BMW                  | IX                             | WB521CF01RCP20834   
BMW                  | IX                             | WB511CF06RCP09260   
BMW                  | IX                             | WB521CF06NCK83102   
GENESIS              | GV80                           | KMTHC81C2NU089525   
GENESIS              | GV80                           | KMUHB4SB1MU047830   
GENESIS              | GV80                           | KMUHCESC6NU101765   
GENESIS              | GV80                           | KMTHC81C8SU250701   
GENESIS              | GV80                           | KMUHDESC9SU214604   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB4NN268091   
VOLVO                | XC40                           | YV1K9AXZ9P2968602   
VOLVO                | XC40                           | YV1K9AXZXR2201456   
TOYOTA               | ALPHARD                        | JTNGZ3DH5K8051709   
DODGE                | JOURNEY                        | 2C4RDGBG3GR106375   
VOLVO                | XC40                           | YV1EDAXZ5N2687602   
VOLVO                | XC40                           | YV1K9AXZ8P2956814   
MERCEDES BENZ        | C200 K                         | WDB9540332K701658   
BMW                  | 335I                           | WBAWL71069P168994   
BMW                  | IX                             | WB521CF07RCR79022   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB1MN163622   
NISSAN               | ZX 300                         | JN1HZ14S4FX065821   
NISSAN               | RICH                           | LJNTGUBKXFN025380   
VOLKSWAGEN           | ID 6 CROZZ                     | LSV2B6E54M2012556   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E68L5200335   
NISSAN               | 350Z                           | JN1BZ34D38M703869   
NISSAN               | 350Z                           | JN1AZ34E17M220125   
GENESIS              | GV80                           | KMTHC81C1RU174779   
GENESIS              | GV80                           | KMUHBDSB0PU143596   
GENESIS              | GV80                           | KMUHBDSB2RU201159   
GENESIS              | GV80                           | KMUHBDSB4MU060040   
BMW                  | 740Li                          | WBAHN61067DT52537   
VOLKSWAGEN           | ID 4 CROZZ                     | LFVVB9E6XM5018928   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB5MN236121   
VOLVO                | XC40                           | YV1EDAXZ8N2687450   
DODGE                | JOURNEY                        | 3C4PDDEG3GT110330   
VOLVO                | XC40                           | YV1K9AXZ3R2218499   
MERCEDES BENZ        | C200 K                         | WDB2030421F498452   
BMW                  | IX                             | WB511CF06RCS15660   
BMW                  | IX                             | WB511CF03PCL96049   
VOLVO                | XC40                           | YV116AXZ0K2072606   
VOLVO                | XC40                           | YV1K9AXZ5P2090960   
JEEP                 | GRAND CHEROKEE L               | 1C4RJKBG8N8588927   
GENESIS              | GV80                           | KMTHC81C8PU120599   
NISSAN               | 350Z                           | JN1BZ34E39M250041   
CADILLAC             | DEVILLE                        | 1G6CD53B8M4346889   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB0SN537411   
HYUNDAI              | I10                            | MALAM51C19M216814   
MERCEDES BENZ        | CLA45 AMG                      | W1K5J5EB5MN147505   
CADILLAC             | DEVILLE                        | 1G6KE57Y24U113937   
JEEP                 | GRAND CHEROKEE L               | 1C4RJKEG8M8148572   
TOYOTA               | ECHO                           | JTDDR32T9Y0036667   
TOYOTA               | ECHO                           | JTDBW133210026975   
RENAULT              | MASTER                         | VF1F6RCCXRB095525   
RENAULT              | MASTER                         | VF1F6RCC5LB534153   
RENAULT              | MASTER                         | VF1F6RDM7MB592452   
RENAULT              | MASTER                         | VF6VF000371814855   
RENAULT              | MASTER                         | VF1F6RCC5LB534153   
BMW                  | 318I                           | WBA8E3106JEH81308   
MERCEDES BENZ        | S560                           | W1KUG8DB6LA563890   
MERCEDES BENZ        | FORTWO                         | WMEEK31X09K230735   
BMW                  | 318I                           | WBA28FF08S8E97461   
TOYOTA               | ECHO                           | JTDBW133330048597   
TOYOTA               | ECHO                           | JTDBW133840049908   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB8PA847815   
HONDA                | FIT                            | RKTGE8860AF016415   
BENTLEY              | CONTINENTAL GT                 | SCBC11ZG2PC008032   
BENTLEY              | CONTINENTAL GT                 | SCBCF13S6SC020210   
BENTLEY              | MULSANNE                       | SCBAM83Y8HC002813   
MERCEDES BENZ        | S500 L                         | WDB1400501A410697   
BENTLEY              | CONTINENTAL GT                 | SCBCA1ZG9MC086948   
BMW                  | 318I                           | WBABL31010JX34914   
HONDA                | FIT                            | RKTGE88609F002083   
HONDA                | FIT                            | RKTGE8860AF012961   
BENTLEY              | CONTINENTAL GT                 | SCBCD13S7KC072211   
BENTLEY              | MULSANNE                       | SCBBA63Y1BC016013   
BENTLEY              | CONTINENTAL GT                 | SCBCA1ZG1LC077580   
BMW                  | 325I                           | WBAKE3107DJ164966   
BENTLEY              | CONTINENTAL GT                 | SCBC11ZGORC018867   
BENTLEY              | MULSANNE                       | SCBBA6ZH3EC019913   
BENTLEY              | CONTINENTAL GT                 | SCBDW33S3RC012995   
Volkswagen           | Teramont                       | WVGHG2CA6KC528329   
BMW                  | 318I                           | WBABP71073JY80573   
Volkswagen           | Teramont                       | WVGBE1CAXMC609939   
BENTLEY              | CONTINENTAL GT                 | SCBC11ZGORC014415   
BENTLEY              | CONTINENTAL GT                 | SCBCD13S7KC073813   
BENTLEY              | MULSANNE                       | SCBBA63Y1CC017051   
BENTLEY              | MULSANNE                       | SCBBA63Y7DC018030   
BENTLEY              | CONTINENTAL GT                 | SCBDW33S1NC095465   
BENTLEY              | MULSANNE                       | SCBBA63Y3BC015476   
BENTLEY              | MULSANNE                       | SCBAM83Y7JC003716   
BENTLEY              | CONTINENTAL GT                 | SCBDW33S0NC095893   
BMW                  | 318I                           | WBA28FF03S8E97450   
BMW                  | 325I                           | WBABW334X4PG98184   
Volkswagen           | Teramont                       | WVGAE1CA5MC578062   
BMW                  | 318I                           | WBA28FF09S8F04739   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1ZD3ELA01930   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1ZD4FLA03350   
BENTLEY              | MULSANNE                       | SCBAM8ZH4JC003602   
BENTLEY              | CONTINENTAL GT                 | SCBCF13S8SC019141   
NISSAN               | 1998                           | JN1TBSY61Z0404004   
Volkswagen           | Teramont                       | WVGCE1CA2MC596222   
Volkswagen           | Teramont                       | WVGBG2CA9KC579006   
BENTLEY              | CONTINENTAL GT                 | SCBCV1ZG7RC013279   
BENTLEY              | MULSANNE                       | SCBBE6ZH5GC002389   
MERCEDES BENZ        | S500 L                         | W1K2231631A111511   
BENTLEY              | CONTINENTAL GT                 | SCBCA1ZGXKC073638   
LAMBORGHINI          | AVENTADOR                      | ZHWET3ZD7GLA04943   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1ZD3DLA01313   
LAMBORGHINI          | AVENTADOR                      | ZHWEN6ZD0MLA10879   
LAMBORGHINI          | AVENTADOR                      | ZHWEN6ZDXLLA09785   
BMW                  | 325I                           | WBAAW33481ET40923   
BMW                  | 318I                           | WBACA0101WAC37964   
LAMBORGHINI          | AVENTADOR                      | ZHWER1ZD5GLA04278   
LAMBORGHINI          | AVENTADOR                      | ZHWUT3ZD8HLA06262   
LAMBORGHINI          | AVENTADOR                      | ZHWER1ZD3ELA02011   
LAMBORGHINI          | AVENTADOR                      | ZHWEP8ZD2NLA11233   
LAMBORGHINI          | AVENTADOR                      | ZHWEG4ZD1JLA07077   
LAMBORGHINI          | AVENTADOR                      | ZHWER1ZD8FLA03740   
HONDA                | FIT                            | RKTGE8840CF004621   
LAMBORGHINI          | AVENTADOR                      | ZHWEV4ZDXJLA07665   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1ZM6RLA01264   
TOYOTA               | TOYOTA LAND CRUISER            | FZJ10000107110000   
Exeed                | RX                             | LVTDD24B6SG000784   
TOYOTA               | ECHO                           | JTDBW133X40060506   
BENTLEY              | CONTINENTAL GT                 | SCBCA1ZG4LC078089   
BENTLEY              | MULSANNE                       | SCBFN6ZA8FC049421   
BENTLEY              | MULSANNE                       | SCBBS53S6LC084411   
BENTLEY              | MULSANNE                       | SCBBA6ZH6EC018609   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1470CLA01169   
LAMBORGHINI          | AVENTADOR                      | ZHWEF3ZD3HLA05855   
LAMBORGHINI          | AVENTADOR                      | ZHWEM6ZD5KLA08321   
LAMBORGHINI          | AVENTADOR                      | ZHWEC1ZM6RLA012G4   
BMW                  | 325I                           | WBAEV31090KL45648   
BMW                  | 318I                           | WBA8E3106JEM39998   
CHEVROLET            | 1998                           | 1GCGK24R3WZ195271   
MERCEDES BENZ        | S500 L                         | WDBGA51E2PA091519   
HONDA                | FIT                            | 3HGGK5G51FM732281   
CHANGAN              | UNI-T                          | LS5A3DKE2PA991117   
FERRARI              | 812                            | ZFF03TMT3P0288427   
FERRARI              | 812                            | ZFF97CMT9M0265337   
FERRARI              | 812                            | ZFF97CMT9M0265337   
FERRARI              | 812                            | ZFF97CMT6L0257081   
FERRARI              | 812                            | ZFF83CMTXK0247322   
FERRARI              | 812                            | ZFF83CMT4L0252260   
FERRARI              | 812                            | ZFF83CLL5L0254259   
FERRARI              | 812                            | ZFF97CMT7M0264848   
FERRARI              | 812                            | ZFF83CMB000240253   
FERRARI              | 812                            | ZFF97CMB000290527   
EXEED                | RX                             | LNNBBDDW2SG001076   
FERRARI              | 812                            | ZFF03TMT9P0291266   
FERRARI              | 812                            | ZFF97CMB000292345   
FERRARI              | 812                            | ZFF03TMB000283586   
LEXUS                | LC500                          | JTHHP5AY3LA007926   
LEXUS                | LC500                          | JTHBP5AY4LA007682   
FERRARI              | 812                            | ZFF97CMA5M0264846   
FERRARI              | 812                            | ZFF97CMT7N0272689   
FERRARI              | 812                            | ZFF83CMT2J0231579   
Exeed                | RX                             | LVTDB24B5RD650546   
Exeed                | RX                             | LVTDD24B4RD650273   
EXEED                | RX                             | LVTDD24B1RD650280   
EXEED                | RX                             | LVTDD24B9SG000231   
EXEED                | RX                             | LVTDB24B8SG000887   
EXEED                | RX                             | LVTDB24B4RG002193   
EXEED                | RX                             | LVTDD24B7SG009705   
EXEED                | RX                             | LVTDD24BX11111111   
EXEED                | RX                             | LVTDD24B5RG000480   
EXEED                | RX                             | LVTDD24B1TG003724   
HONDA                | FIT                            | RKTGE88409F000647   
EXEED                | RX                             | LVTDB24B4SG000689   
BENTLEY              | MULSANNE                       | SCBBA63Y9DC018157   
BENTLEY              | MULSANNE                       | SCBBS53S2LC082087   
BENTLEY              | CONTINENTAL GT                 | SCBDF33S9SC020427   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB7SB381717   
BENTLEY              | CONTINENTAL GT                 | SCBCV1ZG4PC005315   
LEXUS                | LC500                          | JTHHP5AY8JA002895   
BENTLEY              | CONTINENTAL GT                 | SCBCA1ZG3KC070516   
BMW                  | 325I                           | WBAVB110X0KT59314   
BMW                  | 318I                           | WBA8E3103HK791514   
BMW                  | 325I                           | WBAKE3104CE764433   
EXEED                | RX                             | LVTDD24B0RG002119   
EXEED                | RX                             | LVTDD24B5RD650346   
LAND ROVER           | LR3                            | SALLAAA546A384158   
LAND ROVER           | LR3                            | SALLAAA449A507828   
NISSAN               | 1998                           | JN1BDAB14Z0326240   
LEXUS                | LC500                          | JTHHP5AY4PA106972   
MERCEDES BENZ        | S500 L                         | WDB2201751A416160   
HONDA                | FIT                            | RKTGE8840DF100769   
CHANGAN              | UNI-T                          | LS5A3DKE2PA707341   
CHANGAN              | UNI-T                          | LS5A3DKE9RA700423   
LAND ROVER           | DEFENDER 130                   | SALEA8BU6P2152941   
LEXUS                | GS 400                         | JT8BH68X0Y0026839   
LEXUS                | LC500                          | JTHHP5AYXTA112656   
BMW                  | 325I                           | WBAKE3108CE764550   
BMW                  | 318I                           | WBAAL3102YJS02482   
BMW                  | 318I                           | WBA8E3107HK792844   
BMW                  | 325I                           | WBAWL11058PZ75180   
HONGQI               | HS5                            | LFPH4ACP7T2A02989   
LEXUS                | LC500                          | JTHHP5AY2KA006071   
LEXUS                | GS 400                         | JT8BH68X0W0001467   
LEXUS                | GS 400                         | JT8BH68X0W0001467   
LAND ROVER           | LR3                            | SALLAAA546A384158   
LAND ROVER           | LR3                            | SALLAAA448A479726   
HONGQI               | HS5                            | LFB1E6679P1Y02067   
HONGQI               | HS5                            | LFB1E6072P1Y02145   
LAND ROVER           | DEFENDER 130                   | SALEA88U6P2178911   
LAND ROVER           | DEFENDER 130                   | SALEABBUXP2172853   
LAND ROVER           | LR3                            | SALLAAA548A472980   
LEXUS                | LC500                          | JTHBP5AY4LA007682   
HONGQI               | HS5                            | LFB1E607XN1Y00107   
HONGQI               | HS5                            | LFB1E6673N1Y00117   
HONGQI               | HS5                            | LFPH4ACP4R1Y00197   
HONDA                | FIT                            | RKTGK5880GF101019   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BB8PA889210   
LAND ROVER           | DEFENDER 130                   | SALEA8BU1S2470118   
LAND ROVER           | LR3                            | SALAE24447A418007   
LAND ROVER           | LR3                            | SALLAAA549A505073   
BMW                  | 318I                           | WBA28FF04S8F16118   
HONGQI               | HS5                            | LFPH4ACP1S2A00542   
HONGQI               | HS5                            | LFPH4ACP3S2A00140   
HONGQI               | HS5                            | LFB1E6077N1Y00212   
HONGQI               | HS5                            | LFPH4ACP6L1Y00001   
HONGQI               | HS5                            | LFPH4CPP2S1Y00730   
HONGQI               | HS5                            | LFB1E6074P1Y01434   
MERCEDES BENZ        | GLE53 AMG                      | W1NFD6BBXLA234105   
LEXUS                | LC500                          | JTHFPAAY3MA101466   
LEXUS                | LC500                          | JTHHP5AYXJA003403   
LEXUS                | GS 400                         | JT8BH68X3Y0023496   
LAND ROVER           | LR3                            | SALLAAA345A311991   
LAND ROVER           | LR3                            | SALLAAA545A311991   
CHANGAN              | UNI-T                          | LS5A3DKE4PA992933   
MERCEDES-BENZ        | GLE53 AMG                      | W1NFD6BB1RB035561   
MERCEDES BENZ        | S560                           | WDDUG8DB7JA386540   
MERCEDES BENZ        | S500 L                         | W1K6G6DB0RA288359   
HONGQI               | HS5                            | LFPH4CPP2S1Y00677   
HONGQI               | HS5                            | LFB1E6074RJE52386   
HONDA                | FIT                            | RKTGS4880NF102779   
LAND ROVER           | LR3                            | SALAE24447A418007   
LAND ROVER           | DEFENDER 130                   | SALEA8BU0P2170240   
LAND ROVER           | LR3                            | SALLAAA545A324928   
RENAULT              | MASTER                         | VF1F6RDL3LB534151   
LAND ROVER           | LR3                            | SALLAAA449A496377   
RENAULT              | MASTER                         | VF1F6RDL7MB012382   
MERCEDES BENZ        | S500 L                         | WDB2201751A292824   
LAND ROVER           | DEFENDER 130                   | SALEA6BE7S2407263   
LEXUS                | LC500                          | JTHHP5AY5PA107208   
LAND ROVER           | DEFENDER 130                   | SALEA8BU9P2221220   
BMW                  | 325I                           | WBAPH11079A168461   
BMW                  | 318I                           | WBA8E3100JA059837   
DODGE                | NITRO                          | 1D8GU58X29W522125   
LAND ROVER           | LR3                            | SALLAAA447A428578   
LAND ROVER           | LR3                            | SALLAAA449A498694   
LAND ROVER           | LR3                            | SALAB24466A351370   
RENAULT              | MASTER                         | VF1F6RCK8SB097576   
MERCEDES-BENZ        | S500 L                         | W1K6G6DBXSA326671   
DODGE                | NITRO                          | 1B3CB4HA1BD125484   
SKODA                | SUPERB                         | TMBAB6NP2R7033142   
SKODA                | SUPERB                         | TMBAB43T8A9038231   
CHANGAN              | UNI-T                          | LS5A3DKEXRA993149   
LAND ROVER           | DEFENDER 130                   | SALEJFFUXR2246631   
LAND ROVER           | DEFENDER 130                   | SALEA8BU0P2181464   
SKODA                | SUPERB                         | TMBAB6NP9K7063356   
MERCEDES-BENZ        | GLE53 AMG                      | W1NFD6BB4TB510188   
BMW                  | 318I                           | WBAAL31091FH15823   
BMW                  | 325I                           | WBAPH1108AA635603   
BMW                  | 325I                           | WBAKE3107BE392181   
DODGE                | NITRO                          | 283KA43VX9H533441   
SMART                | FORTWO                         | WMEFJ5DA8GK051849   
SKODA                | SUPERB                         | TMBCE6NPXP7037503   
RENAULT              | MASTER                         | VF1F6RDL3LB534151   
LAND ROVER           | DEFENDER 130                   | SALEA8BU6R2257062   
CHANGAN              | UNI-T                          | LS5A3DKE5RA993978   
SKODA                | SUPERB                         | TMBAB6NP3M7041288   
SKODA                | SUPERB                         | TMBAB6NP3P7062467   
SKODA                | SUPERB                         | TMBAB6NP2N7053398   
SKODA                | SUPERB                         | TMBAB43T8A9038231   
SKODA                | SUPERB                         | TMBAB8NP4N7047050   
SKODA                | SUPERB                         | TMBAB8NP3N7039568   
SKODA                | SUPERB                         | TMBAB8NP3N7046875   
CHANGAN              | UNI-T                          | LS5A3DKEXPA992838   
CHANGAN              | UNI-T                          | LS5A3DKE6SA992313   
CHANGAN              | UNI-T                          | LS5A3DKE5PA997140   
RENAULT              | MASTER                         | VF1F6RCC1RB091430   
SKODA                | SUPERB                         | TMBCC63T5B9007747   
SMART                | FORTWO                         | WME4533441K358756   
